Navn;Stasjon;Tid(norsk normaltid);Lufttemperatur;Nedbør (1 t)
Bergen - Florida;SN50540;12.06.2012 19:00;14,4;0
Bergen - Florida;SN50540;12.06.2012 20:00;13,4;0
Bergen - Florida;SN50540;12.06.2012 21:00;12,7;0
Bergen - Florida;SN50540;12.06.2012 22:00;12,4;0
Bergen - Florida;SN50540;12.06.2012 23:00;12;0
Bergen - Florida;SN50540;13.06.2012 00:00;11,6;0
Bergen - Florida;SN50540;13.06.2012 01:00;11,3;0
Bergen - Florida;SN50540;13.06.2012 02:00;11;0
Bergen - Florida;SN50540;13.06.2012 03:00;11,1;0
Bergen - Florida;SN50540;13.06.2012 04:00;11,4;0
Bergen - Florida;SN50540;13.06.2012 05:00;11,5;0
Bergen - Florida;SN50540;13.06.2012 06:00;12,1;0
Bergen - Florida;SN50540;13.06.2012 07:00;12,2;0
Bergen - Florida;SN50540;13.06.2012 08:00;12,2;0
Bergen - Florida;SN50540;13.06.2012 09:00;12,3;0
Bergen - Florida;SN50540;13.06.2012 10:00;13,9;0
Bergen - Florida;SN50540;13.06.2012 11:00;13,4;0
Bergen - Florida;SN50540;13.06.2012 12:00;13,4;0
Bergen - Florida;SN50540;13.06.2012 13:00;13,6;0
Bergen - Florida;SN50540;13.06.2012 14:00;13,4;0
Bergen - Florida;SN50540;13.06.2012 15:00;14,1;0
Bergen - Florida;SN50540;13.06.2012 16:00;13,1;0
Bergen - Florida;SN50540;13.06.2012 17:00;13;0
Bergen - Florida;SN50540;13.06.2012 18:00;12,7;0
Bergen - Florida;SN50540;13.06.2012 19:00;12;0
Bergen - Florida;SN50540;13.06.2012 20:00;10,8;0
Bergen - Florida;SN50540;13.06.2012 21:00;10,2;0
Bergen - Florida;SN50540;13.06.2012 22:00;9,7;0
Bergen - Florida;SN50540;13.06.2012 23:00;9,3;0
Bergen - Florida;SN50540;14.06.2012 00:00;9,4;0
Bergen - Florida;SN50540;14.06.2012 01:00;9,5;0
Bergen - Florida;SN50540;14.06.2012 02:00;9,6;0
Bergen - Florida;SN50540;14.06.2012 03:00;9,6;0
Bergen - Florida;SN50540;14.06.2012 04:00;9,4;0
Bergen - Florida;SN50540;14.06.2012 05:00;9,4;0
Bergen - Florida;SN50540;14.06.2012 06:00;9,2;0
Bergen - Florida;SN50540;14.06.2012 07:00;9,5;0
Bergen - Florida;SN50540;14.06.2012 08:00;9,6;0
Bergen - Florida;SN50540;14.06.2012 09:00;10,3;0
Bergen - Florida;SN50540;14.06.2012 10:00;11,5;0
Bergen - Florida;SN50540;14.06.2012 11:00;11,6;0
Bergen - Florida;SN50540;14.06.2012 12:00;12,3;0
Bergen - Florida;SN50540;14.06.2012 13:00;12,2;0
Bergen - Florida;SN50540;14.06.2012 14:00;12,8;0
Bergen - Florida;SN50540;14.06.2012 15:00;12,4;0
Bergen - Florida;SN50540;14.06.2012 16:00;12,1;0
Bergen - Florida;SN50540;14.06.2012 17:00;12,6;0
Bergen - Florida;SN50540;14.06.2012 18:00;12,1;0
Bergen - Florida;SN50540;14.06.2012 19:00;10,3;0
Bergen - Florida;SN50540;14.06.2012 20:00;9,8;0
Bergen - Florida;SN50540;14.06.2012 21:00;9;0
Bergen - Florida;SN50540;14.06.2012 22:00;8,6;0
Bergen - Florida;SN50540;14.06.2012 23:00;8,4;0
Bergen - Florida;SN50540;15.06.2012 00:00;7,9;0
Bergen - Florida;SN50540;15.06.2012 01:00;6,8;0
Bergen - Florida;SN50540;15.06.2012 02:00;5,8;0
Bergen - Florida;SN50540;15.06.2012 03:00;5,2;0
Bergen - Florida;SN50540;15.06.2012 04:00;4,9;0
Bergen - Florida;SN50540;15.06.2012 05:00;5,2;0
Bergen - Florida;SN50540;15.06.2012 06:00;6,7;0
Bergen - Florida;SN50540;15.06.2012 07:00;8,4;0
Bergen - Florida;SN50540;15.06.2012 08:00;10,9;0
Bergen - Florida;SN50540;15.06.2012 09:00;12,6;0
Bergen - Florida;SN50540;15.06.2012 10:00;13,1;0
Bergen - Florida;SN50540;15.06.2012 11:00;13,8;0
Bergen - Florida;SN50540;15.06.2012 12:00;15,5;0
Bergen - Florida;SN50540;15.06.2012 13:00;15,8;0
Bergen - Florida;SN50540;15.06.2012 14:00;16,1;0
Bergen - Florida;SN50540;15.06.2012 15:00;16,7;0
Bergen - Florida;SN50540;15.06.2012 16:00;17,1;0
Bergen - Florida;SN50540;15.06.2012 17:00;17;0
Bergen - Florida;SN50540;15.06.2012 18:00;15,7;0
Bergen - Florida;SN50540;15.06.2012 19:00;15,1;0
Bergen - Florida;SN50540;15.06.2012 20:00;14,5;0
Bergen - Florida;SN50540;15.06.2012 21:00;13,4;0
Bergen - Florida;SN50540;15.06.2012 22:00;12,8;0
Bergen - Florida;SN50540;15.06.2012 23:00;12,2;0
Bergen - Florida;SN50540;16.06.2012 00:00;11,5;0
Bergen - Florida;SN50540;16.06.2012 01:00;11;0
Bergen - Florida;SN50540;16.06.2012 02:00;10,8;0
Bergen - Florida;SN50540;16.06.2012 03:00;10,8;0
Bergen - Florida;SN50540;16.06.2012 04:00;10,2;0
Bergen - Florida;SN50540;16.06.2012 05:00;10,1;0,4
Bergen - Florida;SN50540;16.06.2012 06:00;10,5;0,4
Bergen - Florida;SN50540;16.06.2012 07:00;12,4;0
Bergen - Florida;SN50540;16.06.2012 08:00;13,1;0
Bergen - Florida;SN50540;16.06.2012 09:00;14,5;0
Bergen - Florida;SN50540;16.06.2012 10:00;14,2;0,1
Bergen - Florida;SN50540;16.06.2012 11:00;16,4;0
Bergen - Florida;SN50540;16.06.2012 12:00;15,9;0
Bergen - Florida;SN50540;16.06.2012 13:00;15,4;0
Bergen - Florida;SN50540;16.06.2012 14:00;14,6;0,1
Bergen - Florida;SN50540;16.06.2012 15:00;13,9;0,1
Bergen - Florida;SN50540;16.06.2012 16:00;13,2;0,1
Bergen - Florida;SN50540;16.06.2012 17:00;12,2;0,4
Bergen - Florida;SN50540;16.06.2012 18:00;12,1;1,2
Bergen - Florida;SN50540;16.06.2012 19:00;11,5;6,6
Bergen - Florida;SN50540;16.06.2012 20:00;12;4,3
Bergen - Florida;SN50540;16.06.2012 21:00;12,1;1
Bergen - Florida;SN50540;16.06.2012 22:00;12,1;0,1
Bergen - Florida;SN50540;16.06.2012 23:00;11,8;1
Bergen - Florida;SN50540;17.06.2012 00:00;11,6;0,5
Bergen - Florida;SN50540;17.06.2012 01:00;11,5;0,2
Bergen - Florida;SN50540;17.06.2012 02:00;11,4;0
Bergen - Florida;SN50540;17.06.2012 03:00;11;0
Bergen - Florida;SN50540;17.06.2012 04:00;11,2;0
Bergen - Florida;SN50540;17.06.2012 05:00;12;0
Bergen - Florida;SN50540;17.06.2012 06:00;12,2;0
Bergen - Florida;SN50540;17.06.2012 07:00;12,7;0
Bergen - Florida;SN50540;17.06.2012 08:00;13,7;0
Bergen - Florida;SN50540;17.06.2012 09:00;13,5;0
Bergen - Florida;SN50540;17.06.2012 10:00;12;1,4
Bergen - Florida;SN50540;17.06.2012 11:00;12,8;0,1
Bergen - Florida;SN50540;17.06.2012 12:00;13;0,1
Bergen - Florida;SN50540;17.06.2012 13:00;12,8;0,1
Bergen - Florida;SN50540;17.06.2012 14:00;13,2;0,2
Bergen - Florida;SN50540;17.06.2012 15:00;13,3;0
Bergen - Florida;SN50540;17.06.2012 16:00;13,8;0
Bergen - Florida;SN50540;17.06.2012 17:00;14;0
Bergen - Florida;SN50540;17.06.2012 18:00;12,8;0
Bergen - Florida;SN50540;17.06.2012 19:00;13,5;0
Bergen - Florida;SN50540;17.06.2012 20:00;12,5;0
Bergen - Florida;SN50540;17.06.2012 21:00;12;0
Bergen - Florida;SN50540;17.06.2012 22:00;11,5;0
Bergen - Florida;SN50540;17.06.2012 23:00;11,2;0
Bergen - Florida;SN50540;18.06.2012 00:00;10,9;0
Bergen - Florida;SN50540;18.06.2012 01:00;10,6;0
Bergen - Florida;SN50540;18.06.2012 02:00;10;0
Bergen - Florida;SN50540;18.06.2012 03:00;10,1;0
Bergen - Florida;SN50540;18.06.2012 04:00;10,4;0
Bergen - Florida;SN50540;18.06.2012 05:00;10,4;0
Bergen - Florida;SN50540;18.06.2012 06:00;10,7;0
Bergen - Florida;SN50540;18.06.2012 07:00;11,4;0
Bergen - Florida;SN50540;18.06.2012 08:00;11,9;0
Bergen - Florida;SN50540;18.06.2012 09:00;11,8;0
Bergen - Florida;SN50540;18.06.2012 10:00;12,1;0
Bergen - Florida;SN50540;18.06.2012 11:00;12,5;0
Bergen - Florida;SN50540;18.06.2012 12:00;12,8;0
Bergen - Florida;SN50540;18.06.2012 13:00;13;0
Bergen - Florida;SN50540;18.06.2012 14:00;12,7;0
Bergen - Florida;SN50540;18.06.2012 15:00;11,6;0,1
Bergen - Florida;SN50540;18.06.2012 16:00;11,9;0,1
Bergen - Florida;SN50540;18.06.2012 17:00;11,4;0
Bergen - Florida;SN50540;18.06.2012 18:00;10,9;0
Bergen - Florida;SN50540;18.06.2012 19:00;10,7;0
Bergen - Florida;SN50540;18.06.2012 20:00;10,8;0
Bergen - Florida;SN50540;18.06.2012 21:00;10,5;0
Bergen - Florida;SN50540;18.06.2012 22:00;9,8;0
Bergen - Florida;SN50540;18.06.2012 23:00;9;0
Bergen - Florida;SN50540;19.06.2012 00:00;9,2;0
Bergen - Florida;SN50540;19.06.2012 01:00;9,1;0
Bergen - Florida;SN50540;19.06.2012 02:00;9,1;0
Bergen - Florida;SN50540;19.06.2012 03:00;8,2;0
Bergen - Florida;SN50540;19.06.2012 04:00;8;0
Bergen - Florida;SN50540;19.06.2012 05:00;8,5;0
Bergen - Florida;SN50540;19.06.2012 06:00;9;0
Bergen - Florida;SN50540;19.06.2012 07:00;10,3;0
Bergen - Florida;SN50540;19.06.2012 08:00;11,2;0
Bergen - Florida;SN50540;19.06.2012 09:00;11,5;0
Bergen - Florida;SN50540;19.06.2012 10:00;12,4;0
Bergen - Florida;SN50540;19.06.2012 11:00;14,2;0
Bergen - Florida;SN50540;19.06.2012 12:00;15;0
Bergen - Florida;SN50540;19.06.2012 13:00;14,7;0
Bergen - Florida;SN50540;19.06.2012 14:00;15,4;0
Bergen - Florida;SN50540;19.06.2012 15:00;14,4;0
Bergen - Florida;SN50540;19.06.2012 16:00;15,3;0
Bergen - Florida;SN50540;19.06.2012 17:00;14,3;0
Bergen - Florida;SN50540;19.06.2012 18:00;13,4;0
Bergen - Florida;SN50540;19.06.2012 19:00;13,1;0
Bergen - Florida;SN50540;19.06.2012 20:00;12,7;0
Bergen - Florida;SN50540;19.06.2012 21:00;12,1;0
Bergen - Florida;SN50540;19.06.2012 22:00;12;0
Bergen - Florida;SN50540;19.06.2012 23:00;11,7;0
Bergen - Florida;SN50540;20.06.2012 00:00;11,5;0
Bergen - Florida;SN50540;20.06.2012 01:00;11;0,1
Bergen - Florida;SN50540;20.06.2012 02:00;11,1;0
Bergen - Florida;SN50540;20.06.2012 03:00;10,7;1
Bergen - Florida;SN50540;20.06.2012 04:00;10,9;0,3
Bergen - Florida;SN50540;20.06.2012 05:00;11,3;0,3
Bergen - Florida;SN50540;20.06.2012 06:00;11,6;0
Bergen - Florida;SN50540;20.06.2012 07:00;11,8;0
Bergen - Florida;SN50540;20.06.2012 08:00;12,2;0
Bergen - Florida;SN50540;20.06.2012 09:00;12,3;0
Bergen - Florida;SN50540;20.06.2012 10:00;12;0
Bergen - Florida;SN50540;20.06.2012 11:00;12,7;0
Bergen - Florida;SN50540;20.06.2012 12:00;14,3;0
Bergen - Florida;SN50540;20.06.2012 13:00;14;0
Bergen - Florida;SN50540;20.06.2012 14:00;15,3;0
Bergen - Florida;SN50540;20.06.2012 15:00;15,1;0
Bergen - Florida;SN50540;20.06.2012 16:00;14,8;0
Bergen - Florida;SN50540;20.06.2012 17:00;14,7;0
Bergen - Florida;SN50540;20.06.2012 18:00;14,5;0
Bergen - Florida;SN50540;20.06.2012 19:00;13,7;0
Bergen - Florida;SN50540;20.06.2012 20:00;12,6;0
Bergen - Florida;SN50540;20.06.2012 21:00;11,9;0
Bergen - Florida;SN50540;20.06.2012 22:00;11,4;0
Bergen - Florida;SN50540;20.06.2012 23:00;10,7;0
Bergen - Florida;SN50540;21.06.2012 00:00;9,2;0
Bergen - Florida;SN50540;21.06.2012 01:00;8,4;0
Bergen - Florida;SN50540;21.06.2012 02:00;8,2;0
Bergen - Florida;SN50540;21.06.2012 03:00;7,6;0
Bergen - Florida;SN50540;21.06.2012 04:00;7,4;0
Bergen - Florida;SN50540;21.06.2012 05:00;7,4;0
Bergen - Florida;SN50540;21.06.2012 06:00;8,8;0
Bergen - Florida;SN50540;21.06.2012 07:00;10,7;0
Bergen - Florida;SN50540;21.06.2012 08:00;14,1;0
Bergen - Florida;SN50540;21.06.2012 09:00;16,5;0
Bergen - Florida;SN50540;21.06.2012 10:00;18,4;0
Bergen - Florida;SN50540;21.06.2012 11:00;20;0
Bergen - Florida;SN50540;21.06.2012 12:00;20,5;0
Bergen - Florida;SN50540;21.06.2012 13:00;22;0
Bergen - Florida;SN50540;21.06.2012 14:00;22;0
Bergen - Florida;SN50540;21.06.2012 15:00;22,3;0
Bergen - Florida;SN50540;21.06.2012 16:00;21,5;0
Bergen - Florida;SN50540;21.06.2012 17:00;21,2;0
Bergen - Florida;SN50540;21.06.2012 18:00;20,9;0
Bergen - Florida;SN50540;21.06.2012 19:00;19;0
Bergen - Florida;SN50540;21.06.2012 20:00;18,2;0
Bergen - Florida;SN50540;21.06.2012 21:00;17,5;0
Bergen - Florida;SN50540;21.06.2012 22:00;16,7;0
Bergen - Florida;SN50540;21.06.2012 23:00;16;0
Bergen - Florida;SN50540;22.06.2012 00:00;13,8;0
Bergen - Florida;SN50540;22.06.2012 01:00;13,3;0
Bergen - Florida;SN50540;22.06.2012 02:00;13,9;0
Bergen - Florida;SN50540;22.06.2012 03:00;14,9;0
Bergen - Florida;SN50540;22.06.2012 04:00;16,7;0
Bergen - Florida;SN50540;22.06.2012 05:00;18,3;0
Bergen - Florida;SN50540;22.06.2012 06:00;19,1;0
Bergen - Florida;SN50540;22.06.2012 07:00;19,6;0
Bergen - Florida;SN50540;22.06.2012 08:00;20,9;0
Bergen - Florida;SN50540;22.06.2012 09:00;22;0
Bergen - Florida;SN50540;22.06.2012 10:00;21,8;0
Bergen - Florida;SN50540;22.06.2012 11:00;22;0
Bergen - Florida;SN50540;22.06.2012 12:00;21,7;0
Bergen - Florida;SN50540;22.06.2012 13:00;21,7;0
Bergen - Florida;SN50540;22.06.2012 14:00;23;0
Bergen - Florida;SN50540;22.06.2012 15:00;22,5;0
Bergen - Florida;SN50540;22.06.2012 16:00;24;0
Bergen - Florida;SN50540;22.06.2012 17:00;21,5;0
Bergen - Florida;SN50540;22.06.2012 18:00;18,5;0
Bergen - Florida;SN50540;22.06.2012 19:00;18,3;0
Bergen - Florida;SN50540;22.06.2012 20:00;17,9;0
Bergen - Florida;SN50540;22.06.2012 21:00;16,9;0
Bergen - Florida;SN50540;22.06.2012 22:00;17;0
Bergen - Florida;SN50540;22.06.2012 23:00;16,7;0
Bergen - Florida;SN50540;23.06.2012 00:00;15,7;0
Bergen - Florida;SN50540;23.06.2012 01:00;14,5;0
Bergen - Florida;SN50540;23.06.2012 02:00;13;0
Bergen - Florida;SN50540;23.06.2012 03:00;12,7;0
Bergen - Florida;SN50540;23.06.2012 04:00;13,2;0
Bergen - Florida;SN50540;23.06.2012 05:00;15,2;0
Bergen - Florida;SN50540;23.06.2012 06:00;16;0
Bergen - Florida;SN50540;23.06.2012 07:00;16,4;0
Bergen - Florida;SN50540;23.06.2012 08:00;16,7;0
Bergen - Florida;SN50540;23.06.2012 09:00;16,6;0
Bergen - Florida;SN50540;23.06.2012 10:00;16,3;0,1
Bergen - Florida;SN50540;23.06.2012 11:00;17,5;0
Bergen - Florida;SN50540;23.06.2012 12:00;18,6;0
Bergen - Florida;SN50540;23.06.2012 13:00;17,3;0
Bergen - Florida;SN50540;23.06.2012 14:00;16,6;0
Bergen - Florida;SN50540;23.06.2012 15:00;16,9;0,1
Bergen - Florida;SN50540;23.06.2012 16:00;16,4;0,2
Bergen - Florida;SN50540;23.06.2012 17:00;16,9;0,3
Bergen - Florida;SN50540;23.06.2012 18:00;16,3;0
Bergen - Florida;SN50540;23.06.2012 19:00;15,2;0
Bergen - Florida;SN50540;23.06.2012 20:00;14,6;0
Bergen - Florida;SN50540;23.06.2012 21:00;13,9;0,2
Bergen - Florida;SN50540;23.06.2012 22:00;13,2;0,2
Bergen - Florida;SN50540;23.06.2012 23:00;13;0,3
Bergen - Florida;SN50540;24.06.2012 00:00;12,7;0,3
Bergen - Florida;SN50540;24.06.2012 01:00;12,3;0,9
Bergen - Florida;SN50540;24.06.2012 02:00;12,3;1,4
Bergen - Florida;SN50540;24.06.2012 03:00;12,1;1,1
Bergen - Florida;SN50540;24.06.2012 04:00;12,3;0,7
Bergen - Florida;SN50540;24.06.2012 05:00;12,4;1,2
Bergen - Florida;SN50540;24.06.2012 06:00;11,9;1,2
Bergen - Florida;SN50540;24.06.2012 07:00;11,8;2
Bergen - Florida;SN50540;24.06.2012 08:00;11,9;1,9
Bergen - Florida;SN50540;24.06.2012 09:00;12,5;3,5
Bergen - Florida;SN50540;24.06.2012 10:00;13,7;0,9
Bergen - Florida;SN50540;24.06.2012 11:00;14,6;0,2
Bergen - Florida;SN50540;24.06.2012 12:00;14,8;0,1
Bergen - Florida;SN50540;24.06.2012 13:00;13,5;0,3
Bergen - Florida;SN50540;24.06.2012 14:00;15,6;0
Bergen - Florida;SN50540;24.06.2012 15:00;16,5;0
Bergen - Florida;SN50540;24.06.2012 16:00;16,7;0
Bergen - Florida;SN50540;24.06.2012 17:00;18,1;0
Bergen - Florida;SN50540;24.06.2012 18:00;16,3;0
Bergen - Florida;SN50540;24.06.2012 19:00;14,5;0
Bergen - Florida;SN50540;24.06.2012 20:00;14,1;0
Bergen - Florida;SN50540;24.06.2012 21:00;14,1;0,2
Bergen - Florida;SN50540;24.06.2012 22:00;13,8;0,1
Bergen - Florida;SN50540;24.06.2012 23:00;12,5;0
Bergen - Florida;SN50540;25.06.2012 00:00;11,9;0
Bergen - Florida;SN50540;25.06.2012 01:00;11,6;0
Bergen - Florida;SN50540;25.06.2012 02:00;10,8;0
Bergen - Florida;SN50540;25.06.2012 03:00;10,4;0
Bergen - Florida;SN50540;25.06.2012 04:00;10,7;0
Bergen - Florida;SN50540;25.06.2012 05:00;11,3;0
Bergen - Florida;SN50540;25.06.2012 06:00;12;0
Bergen - Florida;SN50540;25.06.2012 07:00;13,3;0
Bergen - Florida;SN50540;25.06.2012 08:00;14,7;0
Bergen - Florida;SN50540;25.06.2012 09:00;16,8;0
Bergen - Florida;SN50540;25.06.2012 10:00;17,1;0
Bergen - Florida;SN50540;25.06.2012 11:00;18,9;0
Bergen - Florida;SN50540;25.06.2012 12:00;19;0
Bergen - Florida;SN50540;25.06.2012 13:00;19,1;0
Bergen - Florida;SN50540;25.06.2012 14:00;17,6;0
Bergen - Florida;SN50540;25.06.2012 15:00;17,7;0
Bergen - Florida;SN50540;25.06.2012 16:00;17,4;0
Bergen - Florida;SN50540;25.06.2012 17:00;16,7;0
Bergen - Florida;SN50540;25.06.2012 18:00;16,6;0
Bergen - Florida;SN50540;25.06.2012 19:00;15,1;0
Bergen - Florida;SN50540;25.06.2012 20:00;14,2;0
Bergen - Florida;SN50540;25.06.2012 21:00;14;0
Bergen - Florida;SN50540;25.06.2012 22:00;13,4;0
Bergen - Florida;SN50540;25.06.2012 23:00;12,8;0
Bergen - Florida;SN50540;26.06.2012 00:00;12,4;0
Bergen - Florida;SN50540;26.06.2012 01:00;12,1;0
Bergen - Florida;SN50540;26.06.2012 02:00;11,8;0
Bergen - Florida;SN50540;26.06.2012 03:00;11,7;0
Bergen - Florida;SN50540;26.06.2012 04:00;11,5;0
Bergen - Florida;SN50540;26.06.2012 05:00;11,3;0
Bergen - Florida;SN50540;26.06.2012 06:00;11,8;0
Bergen - Florida;SN50540;26.06.2012 07:00;11,7;0
Bergen - Florida;SN50540;26.06.2012 08:00;11,7;0
Bergen - Florida;SN50540;26.06.2012 09:00;12;0
Bergen - Florida;SN50540;26.06.2012 10:00;12,1;0
Bergen - Florida;SN50540;26.06.2012 11:00;12,2;0
Bergen - Florida;SN50540;26.06.2012 12:00;11,9;0
Bergen - Florida;SN50540;26.06.2012 13:00;11,8;0
Bergen - Florida;SN50540;26.06.2012 14:00;11,8;0
Bergen - Florida;SN50540;26.06.2012 15:00;12,9;0
Bergen - Florida;SN50540;26.06.2012 16:00;12,7;0
Bergen - Florida;SN50540;26.06.2012 17:00;12,9;0
Bergen - Florida;SN50540;26.06.2012 18:00;13,1;0
Bergen - Florida;SN50540;26.06.2012 19:00;12,6;0
Bergen - Florida;SN50540;26.06.2012 20:00;12;0
Bergen - Florida;SN50540;26.06.2012 21:00;11,8;0
Bergen - Florida;SN50540;26.06.2012 22:00;11,3;0
Bergen - Florida;SN50540;26.06.2012 23:00;11,2;0
Bergen - Florida;SN50540;27.06.2012 00:00;11,2;0
Bergen - Florida;SN50540;27.06.2012 01:00;10,9;0
Bergen - Florida;SN50540;27.06.2012 02:00;10,8;0
Bergen - Florida;SN50540;27.06.2012 03:00;10,6;0
Bergen - Florida;SN50540;27.06.2012 04:00;10,7;0
Bergen - Florida;SN50540;27.06.2012 05:00;10,6;0
Bergen - Florida;SN50540;27.06.2012 06:00;10,7;0
Bergen - Florida;SN50540;27.06.2012 07:00;11,2;0
Bergen - Florida;SN50540;27.06.2012 08:00;13,4;0
Bergen - Florida;SN50540;27.06.2012 09:00;14,7;0
Bergen - Florida;SN50540;27.06.2012 10:00;16,5;0
Bergen - Florida;SN50540;27.06.2012 11:00;16,7;0
Bergen - Florida;SN50540;27.06.2012 12:00;17,4;0
Bergen - Florida;SN50540;27.06.2012 13:00;18,6;0
Bergen - Florida;SN50540;27.06.2012 14:00;18,5;0
Bergen - Florida;SN50540;27.06.2012 15:00;18,9;0
Bergen - Florida;SN50540;27.06.2012 16:00;18,8;0
Bergen - Florida;SN50540;27.06.2012 17:00;19;0
Bergen - Florida;SN50540;27.06.2012 18:00;18,4;0
Bergen - Florida;SN50540;27.06.2012 19:00;16,8;0
Bergen - Florida;SN50540;27.06.2012 20:00;16,1;0
Bergen - Florida;SN50540;27.06.2012 21:00;15,1;0
Bergen - Florida;SN50540;27.06.2012 22:00;13,8;0
Bergen - Florida;SN50540;27.06.2012 23:00;12;0
Bergen - Florida;SN50540;28.06.2012 00:00;11;0
Bergen - Florida;SN50540;28.06.2012 01:00;9,8;0
Bergen - Florida;SN50540;28.06.2012 02:00;9,4;0
Bergen - Florida;SN50540;28.06.2012 03:00;9,3;0
Bergen - Florida;SN50540;28.06.2012 04:00;9,2;0
Bergen - Florida;SN50540;28.06.2012 05:00;9,1;0
Bergen - Florida;SN50540;28.06.2012 06:00;10,2;0
Bergen - Florida;SN50540;28.06.2012 07:00;12;0
Bergen - Florida;SN50540;28.06.2012 08:00;15,4;0
Bergen - Florida;SN50540;28.06.2012 09:00;17,4;0
Bergen - Florida;SN50540;28.06.2012 10:00;18;0
Bergen - Florida;SN50540;28.06.2012 11:00;18,7;0
Bergen - Florida;SN50540;28.06.2012 12:00;20;0
Bergen - Florida;SN50540;28.06.2012 13:00;18,3;0
Bergen - Florida;SN50540;28.06.2012 14:00;18,7;0
Bergen - Florida;SN50540;28.06.2012 15:00;18,7;0
Bergen - Florida;SN50540;28.06.2012 16:00;20,2;0
Bergen - Florida;SN50540;28.06.2012 17:00;19,9;0
Bergen - Florida;SN50540;28.06.2012 18:00;18,3;0
Bergen - Florida;SN50540;28.06.2012 19:00;17,2;0
Bergen - Florida;SN50540;28.06.2012 20:00;16,6;0
Bergen - Florida;SN50540;28.06.2012 21:00;15,7;0
Bergen - Florida;SN50540;28.06.2012 22:00;14;0
Bergen - Florida;SN50540;28.06.2012 23:00;13,5;0
Bergen - Florida;SN50540;29.06.2012 00:00;13,3;0
Bergen - Florida;SN50540;29.06.2012 01:00;13,3;0
Bergen - Florida;SN50540;29.06.2012 02:00;13,5;0
Bergen - Florida;SN50540;29.06.2012 03:00;13,1;0
Bergen - Florida;SN50540;29.06.2012 04:00;12,7;0
Bergen - Florida;SN50540;29.06.2012 05:00;13,4;0
Bergen - Florida;SN50540;29.06.2012 06:00;15,5;0,8
Bergen - Florida;SN50540;29.06.2012 07:00;18,1;0,2
Bergen - Florida;SN50540;29.06.2012 08:00;20,5;0
Bergen - Florida;SN50540;29.06.2012 09:00;20,5;0
Bergen - Florida;SN50540;29.06.2012 10:00;19,7;0
Bergen - Florida;SN50540;29.06.2012 11:00;19,1;0
Bergen - Florida;SN50540;29.06.2012 12:00;18,1;0
Bergen - Florida;SN50540;29.06.2012 13:00;16,4;0
Bergen - Florida;SN50540;29.06.2012 14:00;18,6;0
Bergen - Florida;SN50540;29.06.2012 15:00;18,5;0
Bergen - Florida;SN50540;29.06.2012 16:00;18,4;0
Bergen - Florida;SN50540;29.06.2012 17:00;19,2;0
Bergen - Florida;SN50540;29.06.2012 18:00;19;0
Bergen - Florida;SN50540;29.06.2012 19:00;17,8;0
Bergen - Florida;SN50540;29.06.2012 20:00;17;0
Bergen - Florida;SN50540;29.06.2012 21:00;16,4;0
Bergen - Florida;SN50540;29.06.2012 22:00;16,5;0
Bergen - Florida;SN50540;29.06.2012 23:00;15,2;0,1
Bergen - Florida;SN50540;30.06.2012 00:00;14,9;0,3
Bergen - Florida;SN50540;30.06.2012 01:00;14,4;0,7
Bergen - Florida;SN50540;30.06.2012 02:00;14,4;0,3
Bergen - Florida;SN50540;30.06.2012 03:00;14,4;1,5
Bergen - Florida;SN50540;30.06.2012 04:00;13,9;1,1
Bergen - Florida;SN50540;30.06.2012 05:00;14,1;1,7
Bergen - Florida;SN50540;30.06.2012 06:00;14,4;0,7
Bergen - Florida;SN50540;30.06.2012 07:00;14,8;0
Bergen - Florida;SN50540;30.06.2012 08:00;14,9;0,1
Bergen - Florida;SN50540;30.06.2012 09:00;14,9;0,8
Bergen - Florida;SN50540;30.06.2012 10:00;14,8;1,5
Bergen - Florida;SN50540;30.06.2012 11:00;15,6;0
Bergen - Florida;SN50540;30.06.2012 12:00;15,8;0
Bergen - Florida;SN50540;30.06.2012 13:00;16,2;0
Bergen - Florida;SN50540;30.06.2012 14:00;15,8;0
Bergen - Florida;SN50540;30.06.2012 15:00;15,9;0
Bergen - Florida;SN50540;30.06.2012 16:00;15,7;0
Bergen - Florida;SN50540;30.06.2012 17:00;15,8;0
Bergen - Florida;SN50540;30.06.2012 18:00;15,8;0
Bergen - Florida;SN50540;30.06.2012 19:00;15,7;0
Bergen - Florida;SN50540;30.06.2012 20:00;15;0
Bergen - Florida;SN50540;30.06.2012 21:00;14,6;0
Bergen - Florida;SN50540;30.06.2012 22:00;14,6;0
Bergen - Florida;SN50540;30.06.2012 23:00;13,6;0,9
Bergen - Florida;SN50540;01.07.2012 00:00;13,3;0,9
Bergen - Florida;SN50540;01.07.2012 01:00;13,3;0,1
Bergen - Florida;SN50540;01.07.2012 02:00;13,3;0
Bergen - Florida;SN50540;01.07.2012 03:00;13,2;0,7
Bergen - Florida;SN50540;01.07.2012 04:00;13,3;0
Bergen - Florida;SN50540;01.07.2012 05:00;13,6;0
Bergen - Florida;SN50540;01.07.2012 06:00;13,7;0
Bergen - Florida;SN50540;01.07.2012 07:00;14,1;0
Bergen - Florida;SN50540;01.07.2012 08:00;13,5;0,2
Bergen - Florida;SN50540;01.07.2012 09:00;12,5;4,8
Bergen - Florida;SN50540;01.07.2012 10:00;13;0,8
Bergen - Florida;SN50540;01.07.2012 11:00;14,2;0,7
