Navn;Stasjon;Tid(norsk normaltid);Lufttemperatur;Nedbør (1 t)
Bergen - Florida;SN50540;02.10.2011 16:00;13,4;0
Bergen - Florida;SN50540;02.10.2011 17:00;13,1;0
Bergen - Florida;SN50540;02.10.2011 18:00;12,7;0
Bergen - Florida;SN50540;02.10.2011 19:00;12,2;1,5
Bergen - Florida;SN50540;02.10.2011 20:00;11,8;1,1
Bergen - Florida;SN50540;02.10.2011 21:00;10,6;0
Bergen - Florida;SN50540;02.10.2011 22:00;9,9;0
Bergen - Florida;SN50540;02.10.2011 23:00;9,1;0
Bergen - Florida;SN50540;03.10.2011 00:00;9;0
Bergen - Florida;SN50540;03.10.2011 01:00;8,7;0
Bergen - Florida;SN50540;03.10.2011 02:00;8,9;0
Bergen - Florida;SN50540;03.10.2011 03:00;9,4;0
Bergen - Florida;SN50540;03.10.2011 04:00;9,4;0
Bergen - Florida;SN50540;03.10.2011 05:00;10,3;0,1
Bergen - Florida;SN50540;03.10.2011 06:00;11,4;0,1
Bergen - Florida;SN50540;03.10.2011 07:00;11,7;0,2
Bergen - Florida;SN50540;03.10.2011 08:00;12,1;0
Bergen - Florida;SN50540;03.10.2011 09:00;12,7;0
Bergen - Florida;SN50540;03.10.2011 10:00;12,9;0
Bergen - Florida;SN50540;03.10.2011 11:00;13,3;0
Bergen - Florida;SN50540;03.10.2011 12:00;13,9;0
Bergen - Florida;SN50540;03.10.2011 13:00;14,2;0
Bergen - Florida;SN50540;03.10.2011 14:00;13,8;0
Bergen - Florida;SN50540;03.10.2011 15:00;13,7;0
Bergen - Florida;SN50540;03.10.2011 16:00;13,9;0
Bergen - Florida;SN50540;03.10.2011 17:00;13,9;0
Bergen - Florida;SN50540;03.10.2011 18:00;14,7;0
Bergen - Florida;SN50540;03.10.2011 19:00;14,2;0,5
Bergen - Florida;SN50540;03.10.2011 20:00;14,2;3,7
Bergen - Florida;SN50540;03.10.2011 21:00;14,1;5,3
Bergen - Florida;SN50540;03.10.2011 22:00;11,8;1,9
Bergen - Florida;SN50540;03.10.2011 23:00;11,6;0,1
Bergen - Florida;SN50540;04.10.2011 00:00;12;0
Bergen - Florida;SN50540;04.10.2011 01:00;11,8;0,1
Bergen - Florida;SN50540;04.10.2011 02:00;11,1;0,1
Bergen - Florida;SN50540;04.10.2011 03:00;11,5;0,2
Bergen - Florida;SN50540;04.10.2011 04:00;11,6;0,1
Bergen - Florida;SN50540;04.10.2011 05:00;10,2;2,6
Bergen - Florida;SN50540;04.10.2011 06:00;9,7;2
Bergen - Florida;SN50540;04.10.2011 07:00;10,5;0
Bergen - Florida;SN50540;04.10.2011 08:00;9,2;1,4
Bergen - Florida;SN50540;04.10.2011 09:00;9,3;1,1
Bergen - Florida;SN50540;04.10.2011 10:00;10;0,2
Bergen - Florida;SN50540;04.10.2011 11:00;10,3;1,5
Bergen - Florida;SN50540;04.10.2011 12:00;10,3;1
Bergen - Florida;SN50540;04.10.2011 13:00;10,1;1,5
Bergen - Florida;SN50540;04.10.2011 14:00;11,5;0,1
Bergen - Florida;SN50540;04.10.2011 15:00;11,5;0
Bergen - Florida;SN50540;04.10.2011 16:00;12,1;0
Bergen - Florida;SN50540;04.10.2011 17:00;11,6;0
Bergen - Florida;SN50540;04.10.2011 18:00;10,3;0,2
Bergen - Florida;SN50540;04.10.2011 19:00;9,5;0,2
Bergen - Florida;SN50540;04.10.2011 20:00;8,7;0,4
Bergen - Florida;SN50540;04.10.2011 21:00;7,8;0,7
Bergen - Florida;SN50540;04.10.2011 22:00;8,9;0,4
Bergen - Florida;SN50540;04.10.2011 23:00;8,8;0,1
Bergen - Florida;SN50540;05.10.2011 00:00;9,2;0,1
Bergen - Florida;SN50540;05.10.2011 01:00;8,6;1,2
Bergen - Florida;SN50540;05.10.2011 02:00;8,6;0,2
Bergen - Florida;SN50540;05.10.2011 03:00;8,7;0
Bergen - Florida;SN50540;05.10.2011 04:00;9,4;2
Bergen - Florida;SN50540;05.10.2011 05:00;9,3;0,1
Bergen - Florida;SN50540;05.10.2011 06:00;9,5;0,5
Bergen - Florida;SN50540;05.10.2011 07:00;8,9;2,9
Bergen - Florida;SN50540;05.10.2011 08:00;9,6;1,6
Bergen - Florida;SN50540;05.10.2011 09:00;10,1;1,6
Bergen - Florida;SN50540;05.10.2011 10:00;10,6;0,2
Bergen - Florida;SN50540;05.10.2011 11:00;10,7;1,4
Bergen - Florida;SN50540;05.10.2011 12:00;11,6;1,3
Bergen - Florida;SN50540;05.10.2011 13:00;11,6;0,2
Bergen - Florida;SN50540;05.10.2011 14:00;12;0,2
Bergen - Florida;SN50540;05.10.2011 15:00;11;1,2
Bergen - Florida;SN50540;05.10.2011 16:00;11,1;0,9
Bergen - Florida;SN50540;05.10.2011 17:00;11,4;2,2
Bergen - Florida;SN50540;05.10.2011 18:00;12,2;3,5
Bergen - Florida;SN50540;05.10.2011 19:00;13,3;2,4
Bergen - Florida;SN50540;05.10.2011 20:00;13,4;3
Bergen - Florida;SN50540;05.10.2011 21:00;13,5;0,8
Bergen - Florida;SN50540;05.10.2011 22:00;13,5;3,6
Bergen - Florida;SN50540;05.10.2011 23:00;13,5;4,8
Bergen - Florida;SN50540;06.10.2011 00:00;13,3;1,3
Bergen - Florida;SN50540;06.10.2011 01:00;11,5;1,8
Bergen - Florida;SN50540;06.10.2011 02:00;10,8;1,4
Bergen - Florida;SN50540;06.10.2011 03:00;10,4;0
Bergen - Florida;SN50540;06.10.2011 04:00;9,5;0,2
Bergen - Florida;SN50540;06.10.2011 05:00;8,4;0,4
Bergen - Florida;SN50540;06.10.2011 06:00;7,8;1,2
Bergen - Florida;SN50540;06.10.2011 07:00;7,8;1,8
Bergen - Florida;SN50540;06.10.2011 08:00;7,9;0,4
Bergen - Florida;SN50540;06.10.2011 09:00;8,3;0,4
Bergen - Florida;SN50540;06.10.2011 10:00;8,7;1,6
Bergen - Florida;SN50540;06.10.2011 11:00;9,7;0
Bergen - Florida;SN50540;06.10.2011 12:00;8,8;0,7
Bergen - Florida;SN50540;06.10.2011 13:00;8;1,6
Bergen - Florida;SN50540;06.10.2011 14:00;8,8;0,1
Bergen - Florida;SN50540;06.10.2011 15:00;9,5;0,1
Bergen - Florida;SN50540;06.10.2011 16:00;8,2;0,3
Bergen - Florida;SN50540;06.10.2011 17:00;8,2;1,2
Bergen - Florida;SN50540;06.10.2011 18:00;7,2;1,1
Bergen - Florida;SN50540;06.10.2011 19:00;8,2;0,1
Bergen - Florida;SN50540;06.10.2011 20:00;8,2;0
Bergen - Florida;SN50540;06.10.2011 21:00;7,5;0,5
Bergen - Florida;SN50540;06.10.2011 22:00;7,2;1,6
Bergen - Florida;SN50540;06.10.2011 23:00;7,7;0,4
Bergen - Florida;SN50540;07.10.2011 00:00;8,1;0,8
Bergen - Florida;SN50540;07.10.2011 01:00;8,7;3,8
Bergen - Florida;SN50540;07.10.2011 02:00;9,4;3
Bergen - Florida;SN50540;07.10.2011 03:00;9,5;3,4
Bergen - Florida;SN50540;07.10.2011 04:00;9,2;2,1
Bergen - Florida;SN50540;07.10.2011 05:00;8,9;1
Bergen - Florida;SN50540;07.10.2011 06:00;9,8;0,1
Bergen - Florida;SN50540;07.10.2011 07:00;9;0,1
Bergen - Florida;SN50540;07.10.2011 08:00;9,4;0,1
Bergen - Florida;SN50540;07.10.2011 09:00;8,6;1,8
Bergen - Florida;SN50540;07.10.2011 10:00;8,6;0,3
Bergen - Florida;SN50540;07.10.2011 11:00;9,7;0,4
Bergen - Florida;SN50540;07.10.2011 12:00;9,4;0,4
Bergen - Florida;SN50540;07.10.2011 13:00;10,6;0
Bergen - Florida;SN50540;07.10.2011 14:00;11,2;0
Bergen - Florida;SN50540;07.10.2011 15:00;10,5;0
Bergen - Florida;SN50540;07.10.2011 16:00;8;0,3
Bergen - Florida;SN50540;07.10.2011 17:00;8,6;0,2
Bergen - Florida;SN50540;07.10.2011 18:00;8,7;0
Bergen - Florida;SN50540;07.10.2011 19:00;9;0
Bergen - Florida;SN50540;07.10.2011 20:00;7,5;0,1
Bergen - Florida;SN50540;07.10.2011 21:00;7,4;0,1
Bergen - Florida;SN50540;07.10.2011 22:00;7,2;0,1
Bergen - Florida;SN50540;07.10.2011 23:00;6,4;0
Bergen - Florida;SN50540;08.10.2011 00:00;6,5;0,3
Bergen - Florida;SN50540;08.10.2011 01:00;6;0,1
Bergen - Florida;SN50540;08.10.2011 02:00;6;0,1
Bergen - Florida;SN50540;08.10.2011 03:00;5,7;0,8
Bergen - Florida;SN50540;08.10.2011 04:00;5,4;0,7
Bergen - Florida;SN50540;08.10.2011 05:00;5,2;0,1
Bergen - Florida;SN50540;08.10.2011 06:00;5,1;0
Bergen - Florida;SN50540;08.10.2011 07:00;5,1;0,3
Bergen - Florida;SN50540;08.10.2011 08:00;3,9;0
Bergen - Florida;SN50540;08.10.2011 09:00;5,9;0
Bergen - Florida;SN50540;08.10.2011 10:00;6,8;0
Bergen - Florida;SN50540;08.10.2011 11:00;8,4;0
Bergen - Florida;SN50540;08.10.2011 12:00;8,9;0
Bergen - Florida;SN50540;08.10.2011 13:00;9,9;0
Bergen - Florida;SN50540;08.10.2011 14:00;10,4;0
Bergen - Florida;SN50540;08.10.2011 15:00;10,6;0
Bergen - Florida;SN50540;08.10.2011 16:00;10,3;0
Bergen - Florida;SN50540;08.10.2011 17:00;9,4;0
Bergen - Florida;SN50540;08.10.2011 18:00;7,6;0
Bergen - Florida;SN50540;08.10.2011 19:00;5,9;0
Bergen - Florida;SN50540;08.10.2011 20:00;5,2;0
Bergen - Florida;SN50540;08.10.2011 21:00;4,6;0
Bergen - Florida;SN50540;08.10.2011 22:00;4,5;0
Bergen - Florida;SN50540;08.10.2011 23:00;6,5;0
Bergen - Florida;SN50540;09.10.2011 00:00;7,1;0
Bergen - Florida;SN50540;09.10.2011 01:00;7,6;0
Bergen - Florida;SN50540;09.10.2011 02:00;7,8;0
Bergen - Florida;SN50540;09.10.2011 03:00;8,7;0
Bergen - Florida;SN50540;09.10.2011 04:00;9,1;0
Bergen - Florida;SN50540;09.10.2011 05:00;8,1;0,3
Bergen - Florida;SN50540;09.10.2011 06:00;7,8;1,2
Bergen - Florida;SN50540;09.10.2011 07:00;7,4;0,9
Bergen - Florida;SN50540;09.10.2011 08:00;7,4;1,1
Bergen - Florida;SN50540;09.10.2011 09:00;7,4;1,3
Bergen - Florida;SN50540;09.10.2011 10:00;7,2;2,1
Bergen - Florida;SN50540;09.10.2011 11:00;7,4;3
Bergen - Florida;SN50540;09.10.2011 12:00;7,8;2,4
Bergen - Florida;SN50540;09.10.2011 13:00;7,6;3,1
Bergen - Florida;SN50540;09.10.2011 14:00;7,4;3,5
Bergen - Florida;SN50540;09.10.2011 15:00;8,2;2,3
Bergen - Florida;SN50540;09.10.2011 16:00;9,8;0,4
Bergen - Florida;SN50540;09.10.2011 17:00;10,3;0
Bergen - Florida;SN50540;09.10.2011 18:00;9,9;2
Bergen - Florida;SN50540;09.10.2011 19:00;9,4;1,4
Bergen - Florida;SN50540;09.10.2011 20:00;8,8;0,6
Bergen - Florida;SN50540;09.10.2011 21:00;8,6;1,4
Bergen - Florida;SN50540;09.10.2011 22:00;8,3;0
Bergen - Florida;SN50540;09.10.2011 23:00;8,6;0
Bergen - Florida;SN50540;10.10.2011 00:00;8,7;0
Bergen - Florida;SN50540;10.10.2011 01:00;8,8;0,2
Bergen - Florida;SN50540;10.10.2011 02:00;9,1;0,3
Bergen - Florida;SN50540;10.10.2011 03:00;9;0,3
Bergen - Florida;SN50540;10.10.2011 04:00;8,9;0
Bergen - Florida;SN50540;10.10.2011 05:00;8,8;0
Bergen - Florida;SN50540;10.10.2011 06:00;8,7;0
Bergen - Florida;SN50540;10.10.2011 07:00;9,2;0,6
Bergen - Florida;SN50540;10.10.2011 08:00;8,4;1,5
Bergen - Florida;SN50540;10.10.2011 09:00;8,6;0,1
Bergen - Florida;SN50540;10.10.2011 10:00;8,1;1,6
Bergen - Florida;SN50540;10.10.2011 11:00;8,7;0,2
Bergen - Florida;SN50540;10.10.2011 12:00;9,2;0
Bergen - Florida;SN50540;10.10.2011 13:00;10,2;0,1
Bergen - Florida;SN50540;10.10.2011 14:00;10,4;0
Bergen - Florida;SN50540;10.10.2011 15:00;9,8;0,4
Bergen - Florida;SN50540;10.10.2011 16:00;8,8;0,2
Bergen - Florida;SN50540;10.10.2011 17:00;9,1;2,3
Bergen - Florida;SN50540;10.10.2011 18:00;9,1;0
Bergen - Florida;SN50540;10.10.2011 19:00;8,1;0,7
Bergen - Florida;SN50540;10.10.2011 20:00;8,2;0,3
Bergen - Florida;SN50540;10.10.2011 21:00;8,4;0
Bergen - Florida;SN50540;10.10.2011 22:00;7;0,7
Bergen - Florida;SN50540;10.10.2011 23:00;7,1;0
Bergen - Florida;SN50540;11.10.2011 00:00;7,1;0,3
Bergen - Florida;SN50540;11.10.2011 01:00;7,1;1,1
Bergen - Florida;SN50540;11.10.2011 02:00;6,9;0,3
Bergen - Florida;SN50540;11.10.2011 03:00;7,1;0
Bergen - Florida;SN50540;11.10.2011 04:00;7,1;0
Bergen - Florida;SN50540;11.10.2011 05:00;7,3;0
Bergen - Florida;SN50540;11.10.2011 06:00;7,1;1,8
Bergen - Florida;SN50540;11.10.2011 07:00;6,5;2,5
Bergen - Florida;SN50540;11.10.2011 08:00;6,2;0,3
Bergen - Florida;SN50540;11.10.2011 09:00;7,4;0
Bergen - Florida;SN50540;11.10.2011 10:00;10,2;0,7
Bergen - Florida;SN50540;11.10.2011 11:00;9,1;0,1
Bergen - Florida;SN50540;11.10.2011 12:00;9,5;0,5
Bergen - Florida;SN50540;11.10.2011 13:00;10,4;0
Bergen - Florida;SN50540;11.10.2011 14:00;8,3;0,1
Bergen - Florida;SN50540;11.10.2011 15:00;9;0
Bergen - Florida;SN50540;11.10.2011 16:00;8,4;0
Bergen - Florida;SN50540;11.10.2011 17:00;7;0,2
Bergen - Florida;SN50540;11.10.2011 18:00;6,7;0,5
Bergen - Florida;SN50540;11.10.2011 19:00;7;0,2
Bergen - Florida;SN50540;11.10.2011 20:00;6,8;0,5
Bergen - Florida;SN50540;11.10.2011 21:00;6,7;1
Bergen - Florida;SN50540;11.10.2011 22:00;6,8;0,5
Bergen - Florida;SN50540;11.10.2011 23:00;7,1;1,1
Bergen - Florida;SN50540;12.10.2011 00:00;7;3,6
Bergen - Florida;SN50540;12.10.2011 01:00;7,1;0,2
Bergen - Florida;SN50540;12.10.2011 02:00;6,8;0
Bergen - Florida;SN50540;12.10.2011 03:00;7,5;0,3
Bergen - Florida;SN50540;12.10.2011 04:00;7,4;0,1
Bergen - Florida;SN50540;12.10.2011 05:00;7,7;0,4
Bergen - Florida;SN50540;12.10.2011 06:00;7,4;0,5
Bergen - Florida;SN50540;12.10.2011 07:00;7,4;0,8
Bergen - Florida;SN50540;12.10.2011 08:00;7;0
Bergen - Florida;SN50540;12.10.2011 09:00;7,5;0,1
Bergen - Florida;SN50540;12.10.2011 10:00;8,3;0
Bergen - Florida;SN50540;12.10.2011 11:00;10,3;0
Bergen - Florida;SN50540;12.10.2011 12:00;11,1;0
Bergen - Florida;SN50540;12.10.2011 13:00;11,3;0
Bergen - Florida;SN50540;12.10.2011 14:00;11,5;0
Bergen - Florida;SN50540;12.10.2011 15:00;11,2;0
Bergen - Florida;SN50540;12.10.2011 16:00;10;0
Bergen - Florida;SN50540;12.10.2011 17:00;8,8;0
Bergen - Florida;SN50540;12.10.2011 18:00;7,9;0
Bergen - Florida;SN50540;12.10.2011 19:00;6,9;0
Bergen - Florida;SN50540;12.10.2011 20:00;5,9;0
Bergen - Florida;SN50540;12.10.2011 21:00;6;0
Bergen - Florida;SN50540;12.10.2011 22:00;5,1;0
Bergen - Florida;SN50540;12.10.2011 23:00;5,4;0
Bergen - Florida;SN50540;13.10.2011 00:00;4,7;0
Bergen - Florida;SN50540;13.10.2011 01:00;3,6;0
Bergen - Florida;SN50540;13.10.2011 02:00;3;0
Bergen - Florida;SN50540;13.10.2011 03:00;2,3;0
Bergen - Florida;SN50540;13.10.2011 04:00;2,1;0
Bergen - Florida;SN50540;13.10.2011 05:00;2,2;0
Bergen - Florida;SN50540;13.10.2011 06:00;1,5;0
Bergen - Florida;SN50540;13.10.2011 07:00;1,2;0
Bergen - Florida;SN50540;13.10.2011 08:00;1,5;0
Bergen - Florida;SN50540;13.10.2011 09:00;3,3;0
Bergen - Florida;SN50540;13.10.2011 10:00;7;0
Bergen - Florida;SN50540;13.10.2011 11:00;8,4;0
Bergen - Florida;SN50540;13.10.2011 12:00;9,8;0
Bergen - Florida;SN50540;13.10.2011 13:00;10,5;0
Bergen - Florida;SN50540;13.10.2011 14:00;11,3;0
Bergen - Florida;SN50540;13.10.2011 15:00;11,2;0
Bergen - Florida;SN50540;13.10.2011 16:00;10,1;0
Bergen - Florida;SN50540;13.10.2011 17:00;8,3;0
Bergen - Florida;SN50540;13.10.2011 18:00;7,1;0
Bergen - Florida;SN50540;13.10.2011 19:00;5,9;0
Bergen - Florida;SN50540;13.10.2011 20:00;5,7;0
Bergen - Florida;SN50540;13.10.2011 21:00;4,6;0
Bergen - Florida;SN50540;13.10.2011 22:00;4,5;0
Bergen - Florida;SN50540;13.10.2011 23:00;3,9;0
Bergen - Florida;SN50540;14.10.2011 00:00;3,7;0
Bergen - Florida;SN50540;14.10.2011 01:00;3,8;0
Bergen - Florida;SN50540;14.10.2011 02:00;4,6;0
Bergen - Florida;SN50540;14.10.2011 03:00;6,6;0
Bergen - Florida;SN50540;14.10.2011 04:00;8;0
Bergen - Florida;SN50540;14.10.2011 05:00;7,7;0
Bergen - Florida;SN50540;14.10.2011 06:00;8,3;0
Bergen - Florida;SN50540;14.10.2011 07:00;8,2;0
Bergen - Florida;SN50540;14.10.2011 08:00;8,9;0
Bergen - Florida;SN50540;14.10.2011 09:00;9,8;0
Bergen - Florida;SN50540;14.10.2011 10:00;10;0
Bergen - Florida;SN50540;14.10.2011 11:00;11,8;0
Bergen - Florida;SN50540;14.10.2011 12:00;11,7;0
Bergen - Florida;SN50540;14.10.2011 13:00;11,1;0
Bergen - Florida;SN50540;14.10.2011 14:00;11,8;0
Bergen - Florida;SN50540;14.10.2011 15:00;11,5;0
Bergen - Florida;SN50540;14.10.2011 16:00;11,5;0
Bergen - Florida;SN50540;14.10.2011 17:00;11,4;0
Bergen - Florida;SN50540;14.10.2011 18:00;11,3;0
Bergen - Florida;SN50540;14.10.2011 19:00;11,3;0
Bergen - Florida;SN50540;14.10.2011 20:00;11,3;0
Bergen - Florida;SN50540;14.10.2011 21:00;11,1;0
Bergen - Florida;SN50540;14.10.2011 22:00;10,7;0
Bergen - Florida;SN50540;14.10.2011 23:00;10,6;0
Bergen - Florida;SN50540;15.10.2011 00:00;10,5;0
Bergen - Florida;SN50540;15.10.2011 01:00;10,7;0
Bergen - Florida;SN50540;15.10.2011 02:00;10,8;0
Bergen - Florida;SN50540;15.10.2011 03:00;10,9;0
Bergen - Florida;SN50540;15.10.2011 04:00;10,4;0
Bergen - Florida;SN50540;15.10.2011 05:00;10,1;0
Bergen - Florida;SN50540;15.10.2011 06:00;10,2;0
Bergen - Florida;SN50540;15.10.2011 07:00;10,7;0
Bergen - Florida;SN50540;15.10.2011 08:00;10,6;0
Bergen - Florida;SN50540;15.10.2011 09:00;11,1;0
Bergen - Florida;SN50540;15.10.2011 10:00;11,3;0
Bergen - Florida;SN50540;15.10.2011 11:00;11,3;0
Bergen - Florida;SN50540;15.10.2011 12:00;11,5;0
Bergen - Florida;SN50540;15.10.2011 13:00;12;0
Bergen - Florida;SN50540;15.10.2011 14:00;11,6;0
Bergen - Florida;SN50540;15.10.2011 15:00;11,4;0
Bergen - Florida;SN50540;15.10.2011 16:00;10,8;0
Bergen - Florida;SN50540;15.10.2011 17:00;11,1;0
Bergen - Florida;SN50540;15.10.2011 18:00;11;0
Bergen - Florida;SN50540;15.10.2011 19:00;10,7;0
Bergen - Florida;SN50540;15.10.2011 20:00;10,7;0
Bergen - Florida;SN50540;15.10.2011 21:00;11;0
Bergen - Florida;SN50540;15.10.2011 22:00;10,9;0
Bergen - Florida;SN50540;15.10.2011 23:00;10,9;0
Bergen - Florida;SN50540;16.10.2011 00:00;10,9;0
Bergen - Florida;SN50540;16.10.2011 01:00;10,9;0
Bergen - Florida;SN50540;16.10.2011 02:00;10,8;0
Bergen - Florida;SN50540;16.10.2011 03:00;10,9;0
Bergen - Florida;SN50540;16.10.2011 04:00;10,4;0
